stage_is_copy,csv_size_mb,row_count,column_count,size_hint_ord,transform_count,agg_count,has_filter,has_join,has_groupby,has_aggregation,has_distinct,has_sort,stage_index,n_stages,is_final_stage,rec_workers,rec_diu,rec_memory_gb,rec_shuffle_partitions,rec_node_type
1,105.277215,760121,25,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,105.277215,760121,25,1,1,0,0,0,0,0,0,0,1,3,0,2,0,4.09,8,Standard_D4s_v3
0,105.277215,760121,25,1,0,3,0,0,1,1,0,0,2,3,1,4,0,4.22,8,Standard_D4s_v3
1,5905.944842,43975475,18,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,5905.944842,43975475,18,2,7,0,0,0,0,0,0,0,1,3,0,4,0,12.98,64,Standard_D4s_v3
0,5905.944842,43975475,18,2,2,3,0,0,1,1,0,1,2,3,1,4,0,17.98,200,Standard_D4s_v3
1,6287.520532,39784660,17,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,6287.520532,39784660,17,2,0,0,0,0,0,0,0,0,1,3,0,4,0,16.46,64,Standard_D4s_v3
0,6287.520532,39784660,17,2,2,0,0,1,0,0,0,1,2,3,1,4,0,17.97,200,Standard_D4s_v3
1,532.516305,4560211,19,2,0,0,0,0,0,0,0,0,0,2,0,0,3,4.5,8,Standard_D4s_v3
0,532.516305,4560211,19,2,3,0,0,0,0,0,0,0,1,2,1,4,0,4.56,8,Standard_D4s_v3
1,1244.991361,7074795,19,2,0,0,0,0,0,0,0,0,0,5,0,0,5,7.5,8,Standard_D4s_v3
0,1244.991361,7074795,19,2,3,0,0,0,0,0,0,0,1,5,0,4,0,5.5,8,Standard_D4s_v3
0,1244.991361,7074795,19,2,1,0,1,0,0,0,0,0,2,5,0,4,0,5.17,8,Standard_D4s_v3
0,1244.991361,7074795,19,2,2,0,0,0,0,0,0,1,3,5,0,4,0,5.15,8,Standard_D4s_v3
0,1244.991361,7074795,19,2,7,0,1,0,0,0,0,0,4,5,1,4,0,6.14,16,Standard_D4s_v3
1,60.888547,486059,21,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,60.888547,486059,21,1,3,0,0,0,0,0,0,1,1,3,0,2,0,4.05,8,Standard_D4s_v3
0,60.888547,486059,21,1,3,2,0,0,1,1,0,0,2,3,1,3,0,4.13,8,Standard_D4s_v3
1,13971.768074,100715852,28,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,13971.768074,100715852,28,2,2,0,0,0,0,0,0,0,1,3,0,4,0,20.93,128,Standard_D4s_v3
0,13971.768074,100715852,28,2,1,0,1,0,0,0,0,0,2,3,1,4,0,17.07,128,Standard_D4s_v3
1,7.539822,47553,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,7.539822,47553,5,0,1,0,0,0,0,0,0,0,1,2,1,0,0,4.01,8,Standard_D4s_v3
1,898.294807,7031079,22,2,0,0,0,0,0,0,0,0,0,4,0,0,5,7.5,8,Standard_D4s_v3
0,898.294807,7031079,22,2,2,0,1,0,0,0,0,0,1,4,0,4,0,5.19,8,Standard_D4s_v3
0,898.294807,7031079,22,2,2,0,0,0,0,0,0,0,2,4,0,4,0,5.24,8,Standard_D4s_v3
0,898.294807,7031079,22,2,3,2,0,0,1,1,0,0,3,4,1,4,0,7.34,32,Standard_D4s_v3
1,46.456774,690912,22,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,46.456774,690912,22,1,1,1,1,0,1,1,0,0,1,2,1,4,0,4.09,8,Standard_D4s_v3
1,8790.557506,49799925,28,2,0,0,0,0,0,0,0,0,0,4,0,0,8,12.0,8,Standard_D4s_v3
0,8790.557506,49799925,28,2,2,0,1,0,0,0,0,0,1,4,0,4,0,15.64,64,Standard_D4s_v3
0,8790.557506,49799925,28,2,5,0,1,0,0,0,0,1,2,4,0,4,0,17.29,128,Standard_D4s_v3
0,8790.557506,49799925,28,2,3,0,1,0,0,0,0,0,3,4,1,4,0,13.16,64,Standard_D4s_v3
1,218.895607,5738217,16,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,218.895607,5738217,16,2,6,0,0,0,0,0,0,0,1,3,0,4,0,4.27,8,Standard_D4s_v3
0,218.895607,5738217,16,2,1,0,0,0,0,0,0,0,2,3,1,4,0,4.19,8,Standard_D4s_v3
1,6.17643,45562,25,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,6.17643,45562,25,0,4,0,0,0,0,0,0,0,1,5,0,1,0,4.01,8,Standard_D4s_v3
0,6.17643,45562,25,0,3,0,0,1,0,0,0,0,2,5,0,1,0,4.01,8,Standard_D4s_v3
0,6.17643,45562,25,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4.01,8,Standard_D4s_v3
0,6.17643,45562,25,0,1,0,1,0,0,0,1,0,4,5,1,1,0,4.01,8,Standard_D4s_v3
1,3089.183973,19201526,7,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,3089.183973,19201526,7,2,3,0,0,0,0,0,0,0,1,2,1,4,0,6.67,16,Standard_D4s_v3
1,10304.611121,83615176,14,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,10304.611121,83615176,14,2,0,0,1,0,0,0,0,0,1,3,0,4,0,12.69,64,Standard_D4s_v3
0,10304.611121,83615176,14,2,0,0,0,0,0,0,0,0,2,3,1,4,0,16.77,128,Standard_D4s_v3
1,3.82102,31663,15,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,3.82102,31663,15,0,1,0,0,0,0,0,1,0,1,4,0,1,0,4.01,8,Standard_D4s_v3
0,3.82102,31663,15,0,1,0,0,1,0,0,0,0,2,4,0,1,0,4.01,8,Standard_D4s_v3
0,3.82102,31663,15,0,5,0,1,0,0,0,0,0,3,4,1,1,0,4.01,8,Standard_D4s_v3
1,121.035372,685226,17,1,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,121.035372,685226,17,1,0,0,1,0,0,0,0,0,1,5,0,1,0,4.1,8,Standard_D4s_v3
0,121.035372,685226,17,1,1,0,1,0,0,0,0,0,2,5,0,2,0,4.15,8,Standard_D4s_v3
0,121.035372,685226,17,1,3,0,1,0,0,0,0,0,3,5,0,2,0,4.13,8,Standard_D4s_v3
0,121.035372,685226,17,1,5,0,0,0,0,0,0,0,4,5,1,2,0,4.14,8,Standard_D4s_v3
1,102.166966,755563,14,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,102.166966,755563,14,1,1,0,1,0,0,0,0,0,1,3,0,2,0,4.12,8,Standard_D4s_v3
0,102.166966,755563,14,1,3,0,1,0,0,0,0,0,2,3,1,2,0,4.15,8,Standard_D4s_v3
1,4.933365,35103,13,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3.0,8,Standard_D4s_v3
0,4.933365,35103,13,0,2,0,0,0,0,0,0,0,1,6,0,0,0,4.01,8,Standard_D4s_v3
0,4.933365,35103,13,0,1,0,0,1,0,0,0,0,2,6,0,1,0,4.01,8,Standard_D4s_v3
0,4.933365,35103,13,0,7,0,1,0,0,0,0,0,3,6,0,0,0,4.01,8,Standard_D4s_v3
0,4.933365,35103,13,0,4,0,1,1,0,0,1,0,4,6,0,1,0,4.01,8,Standard_D4s_v3
0,4.933365,35103,13,0,9,2,0,0,1,1,0,1,5,6,1,1,0,4.01,8,Standard_D4s_v3
1,68.117274,345585,6,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,68.117274,345585,6,1,2,0,0,1,0,0,0,0,1,3,0,2,0,4.11,8,Standard_D4s_v3
0,68.117274,345585,6,1,6,2,0,0,1,1,0,0,2,3,1,3,0,4.13,8,Standard_D4s_v3
1,897.841155,6914460,5,2,0,0,0,0,0,0,0,0,0,5,0,0,4,6.0,8,Standard_D4s_v3
0,897.841155,6914460,5,2,1,0,1,0,0,0,0,0,1,5,0,4,0,5.03,8,Standard_D4s_v3
0,897.841155,6914460,5,2,2,0,0,0,0,0,0,0,2,5,0,4,0,5.0,8,Standard_D4s_v3
0,897.841155,6914460,5,2,1,0,1,0,0,0,0,0,3,5,0,4,0,4.83,8,Standard_D4s_v3
0,897.841155,6914460,5,2,4,0,1,0,0,0,0,0,4,5,1,4,0,5.19,8,Standard_D4s_v3
1,2.14569,27910,18,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,2.14569,27910,18,0,3,0,0,0,0,0,0,0,1,2,1,0,0,4.0,8,Standard_D4s_v3
1,630.582035,8500023,9,2,0,0,0,0,0,0,0,0,0,6,0,0,5,7.5,8,Standard_D4s_v3
0,630.582035,8500023,9,2,1,0,0,0,0,0,0,0,1,6,0,4,0,4.98,8,Standard_D4s_v3
0,630.582035,8500023,9,2,2,0,0,0,0,0,0,1,2,6,0,4,0,5.13,8,Standard_D4s_v3
0,630.582035,8500023,9,2,0,0,0,0,0,0,0,0,3,6,0,4,0,4.91,8,Standard_D4s_v3
0,630.582035,8500023,9,2,2,0,0,0,0,0,1,0,4,6,0,4,0,5.08,8,Standard_D4s_v3
0,630.582035,8500023,9,2,0,3,0,0,1,1,0,0,5,6,1,4,0,5.95,16,Standard_D4s_v3
1,7890.404674,57920209,14,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,7890.404674,57920209,14,2,7,0,0,0,0,0,0,0,1,2,1,4,0,15.95,128,Standard_D4s_v3
1,2.056658,16823,15,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,2.056658,16823,15,0,3,0,0,0,0,0,0,0,1,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.056658,16823,15,0,2,0,0,0,0,0,0,0,2,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.056658,16823,15,0,5,0,0,0,0,0,0,0,3,5,0,0,0,4.0,8,Standard_D4s_v3
0,2.056658,16823,15,0,2,0,0,0,0,0,0,0,4,5,1,0,0,4.0,8,Standard_D4s_v3
1,168.461178,953540,19,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,168.461178,953540,19,1,4,0,0,0,0,0,0,0,1,3,0,2,0,4.22,8,Standard_D4s_v3
0,168.461178,953540,19,1,2,0,0,0,0,0,0,0,2,3,1,2,0,4.2,8,Standard_D4s_v3
1,327.791778,2372915,27,2,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,327.791778,2372915,27,2,4,0,1,0,0,0,0,0,1,5,0,4,0,4.32,8,Standard_D4s_v3
0,327.791778,2372915,27,2,5,0,1,0,0,0,0,0,2,5,0,4,0,4.49,8,Standard_D4s_v3
0,327.791778,2372915,27,2,2,0,0,0,0,0,0,0,3,5,0,4,0,4.33,8,Standard_D4s_v3
0,327.791778,2372915,27,2,5,0,1,0,0,0,0,1,4,5,1,4,0,4.41,8,Standard_D4s_v3
1,0.742641,4349,9,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,0.742641,4349,9,0,2,0,0,0,0,0,0,0,1,3,0,0,0,4.0,8,Standard_D4s_v3
0,0.742641,4349,9,0,1,2,0,0,1,1,0,0,2,3,1,1,0,4.0,8,Standard_D4s_v3
1,8035.32277,55245413,25,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,8035.32277,55245413,25,2,3,0,0,0,0,0,0,0,1,3,0,4,0,13.43,64,Standard_D4s_v3
0,8035.32277,55245413,25,2,4,0,1,0,0,0,0,0,2,3,1,4,0,10.66,32,Standard_D4s_v3
1,11310.542006,68130524,28,2,0,0,0,0,0,0,0,0,0,5,0,0,8,12.0,8,Standard_D4s_v3
0,11310.542006,68130524,28,2,2,0,0,0,0,0,0,0,1,5,0,4,0,23.02,200,Standard_D4s_v3
0,11310.542006,68130524,28,2,3,0,0,0,0,0,0,0,2,5,0,4,0,21.56,128,Standard_D4s_v3
0,11310.542006,68130524,28,2,3,0,1,0,0,0,0,0,3,5,0,4,0,27.91,200,Standard_D4s_v3
0,11310.542006,68130524,28,2,2,2,0,0,1,1,0,0,4,5,1,4,0,42.64,200,Standard_DS4_v2
1,131.141533,1112473,12,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,131.141533,1112473,12,2,2,0,1,0,0,0,0,0,1,3,0,2,0,4.2,8,Standard_D4s_v3
0,131.141533,1112473,12,2,4,3,0,0,1,1,0,0,2,3,1,4,0,4.34,8,Standard_D4s_v3
1,0.140799,1046,20,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,0.140799,1046,20,0,6,0,0,0,0,0,1,0,1,2,1,0,0,4.0,8,Standard_D4s_v3
1,25.200588,172409,11,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,25.200588,172409,11,1,6,0,0,0,0,0,0,1,1,3,0,1,0,4.03,8,Standard_D4s_v3
0,25.200588,172409,11,1,4,0,1,0,0,0,0,0,2,3,1,1,0,4.03,8,Standard_D4s_v3
1,1.373384,11635,21,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,1.373384,11635,21,0,3,0,0,1,0,0,0,0,1,5,0,1,0,4.0,8,Standard_D4s_v3
0,1.373384,11635,21,0,2,0,1,0,0,0,1,0,2,5,0,0,0,4.0,8,Standard_D4s_v3
0,1.373384,11635,21,0,1,0,0,0,0,0,0,0,3,5,0,0,0,4.0,8,Standard_D4s_v3
0,1.373384,11635,21,0,1,0,0,0,0,0,0,0,4,5,1,0,0,4.0,8,Standard_D4s_v3
1,4.76774,39993,12,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3.0,8,Standard_D4s_v3
0,4.76774,39993,12,0,5,0,0,0,0,0,0,0,1,6,0,0,0,4.01,8,Standard_D4s_v3
0,4.76774,39993,12,0,5,0,0,0,0,0,0,0,2,6,0,0,0,4.01,8,Standard_D4s_v3
0,4.76774,39993,12,0,1,0,0,0,0,0,0,0,3,6,0,0,0,4.0,8,Standard_D4s_v3
0,4.76774,39993,12,0,3,0,1,0,0,0,0,0,4,6,0,0,0,4.01,8,Standard_D4s_v3
0,4.76774,39993,12,0,3,0,0,0,0,0,0,0,5,6,1,0,0,4.01,8,Standard_D4s_v3
1,4.129667,38052,15,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,4.129667,38052,15,0,0,0,1,0,0,0,0,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,4.129667,38052,15,0,3,0,1,0,0,0,1,1,2,4,0,1,0,4.0,8,Standard_D4s_v3
0,4.129667,38052,15,0,3,1,0,0,1,1,0,0,3,4,1,1,0,4.01,8,Standard_D4s_v3
1,2.809768,41460,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,2.809768,41460,8,0,3,1,1,0,1,1,1,0,1,2,1,1,0,4.01,8,Standard_D4s_v3
1,8375.1723,73790436,28,2,0,0,0,0,0,0,0,0,0,4,0,0,8,12.0,8,Standard_D4s_v3
0,8375.1723,73790436,28,2,6,0,0,0,0,0,0,0,1,4,0,4,0,13.2,64,Standard_D4s_v3
0,8375.1723,73790436,28,2,3,0,0,0,0,0,0,0,2,4,0,4,0,12.84,64,Standard_D4s_v3
0,8375.1723,73790436,28,2,5,2,0,0,1,1,0,0,3,4,1,4,0,20.72,200,Standard_D4s_v3
1,0.435849,3260,27,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,0.435849,3260,27,0,7,0,0,0,0,0,0,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.435849,3260,27,0,1,0,1,0,0,0,0,0,2,4,0,0,0,4.0,8,Standard_D4s_v3
0,0.435849,3260,27,0,4,0,1,1,0,0,0,0,3,4,1,1,0,4.0,8,Standard_D4s_v3
1,288.545912,1883706,9,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,288.545912,1883706,9,2,3,0,1,0,0,0,0,1,1,3,0,4,0,4.45,8,Standard_D4s_v3
0,288.545912,1883706,9,2,4,0,0,0,0,0,0,0,2,3,1,4,0,4.31,8,Standard_D4s_v3
1,5.411345,38281,19,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,5.411345,38281,19,0,7,0,1,0,0,0,0,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,5.411345,38281,19,0,4,0,1,0,0,0,0,0,2,3,1,0,0,4.01,8,Standard_D4s_v3
1,1.438024,9644,11,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,1.438024,9644,11,0,4,0,0,0,0,0,0,0,1,2,1,0,0,4.0,8,Standard_D4s_v3
1,83.9642,528793,25,1,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,83.9642,528793,25,1,2,0,1,0,0,0,0,0,1,5,0,1,0,4.1,8,Standard_D4s_v3
0,83.9642,528793,25,1,2,0,1,0,0,0,0,1,2,5,0,2,0,4.07,8,Standard_D4s_v3
0,83.9642,528793,25,1,8,0,1,0,0,0,0,1,3,5,0,2,0,4.11,8,Standard_D4s_v3
0,83.9642,528793,25,1,4,0,1,0,0,0,0,0,4,5,1,1,0,4.1,8,Standard_D4s_v3
1,474.206326,4003410,8,2,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,474.206326,4003410,8,2,1,0,0,0,0,0,0,0,1,5,0,4,0,4.53,8,Standard_D4s_v3
0,474.206326,4003410,8,2,3,0,1,0,0,0,1,0,2,5,0,4,0,4.47,8,Standard_D4s_v3
0,474.206326,4003410,8,2,7,0,0,0,0,0,1,0,3,5,0,4,0,4.74,8,Standard_D4s_v3
0,474.206326,4003410,8,2,2,2,0,0,1,1,0,1,4,5,1,4,0,4.69,8,Standard_D4s_v3
1,7491.685817,90064118,7,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
0,7491.685817,90064118,7,2,4,0,1,0,0,0,0,0,1,3,0,4,0,10.22,32,Standard_D4s_v3
0,7491.685817,90064118,7,2,3,1,0,0,1,1,0,0,2,3,1,4,0,20.3,200,Standard_D4s_v3
1,590.863328,6980587,17,2,0,0,0,0,0,0,0,0,0,2,0,0,3,4.5,8,Standard_D4s_v3
0,590.863328,6980587,17,2,2,0,0,0,0,0,0,0,1,2,1,4,0,4.45,8,Standard_D4s_v3
1,4.623543,28009,21,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,4.623543,28009,21,0,2,0,0,0,0,0,0,0,1,4,0,0,0,4.01,8,Standard_D4s_v3
0,4.623543,28009,21,0,4,0,1,0,0,0,0,0,2,4,0,0,0,4.01,8,Standard_D4s_v3
0,4.623543,28009,21,0,4,3,0,0,1,1,0,0,3,4,1,1,0,4.01,8,Standard_D4s_v3
1,79.634372,504073,15,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,79.634372,504073,15,1,1,0,0,0,0,0,0,0,1,4,0,1,0,4.07,8,Standard_D4s_v3
0,79.634372,504073,15,1,3,0,0,0,0,0,0,0,2,4,0,1,0,4.08,8,Standard_D4s_v3
0,79.634372,504073,15,1,2,0,0,0,0,0,0,0,3,4,1,1,0,4.1,8,Standard_D4s_v3
1,6604.507814,43334384,21,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,6604.507814,43334384,21,2,2,1,0,0,1,1,1,0,1,2,1,4,0,16.42,128,Standard_D4s_v3
1,179.252457,924052,7,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,179.252457,924052,7,1,1,0,0,0,0,0,0,0,1,3,0,2,0,4.17,8,Standard_D4s_v3
0,179.252457,924052,7,1,1,0,0,0,0,0,0,0,2,3,1,2,0,4.18,8,Standard_D4s_v3
1,0.653732,6386,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,0.653732,6386,10,0,2,0,1,0,0,0,0,0,1,2,1,0,0,4.0,8,Standard_D4s_v3
1,0.511114,3285,24,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,0.511114,3285,24,0,2,3,1,0,1,1,0,0,1,2,1,1,0,4.0,8,Standard_D4s_v3
1,5911.008848,47046147,5,2,0,0,0,0,0,0,0,0,0,5,0,0,8,12.0,8,Standard_D4s_v3
0,5911.008848,47046147,5,2,7,0,1,0,0,0,1,0,1,5,0,4,0,17.15,128,Standard_D4s_v3
0,5911.008848,47046147,5,2,7,0,0,0,0,0,0,0,2,5,0,4,0,16.44,64,Standard_D4s_v3
0,5911.008848,47046147,5,2,1,0,1,0,0,0,0,0,3,5,0,4,0,13.17,64,Standard_D4s_v3
0,5911.008848,47046147,5,2,5,0,0,0,0,0,0,1,4,5,1,4,0,13.88,64,Standard_D4s_v3
1,4.861005,29931,18,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,4.861005,29931,18,0,3,0,1,0,0,0,0,0,1,3,0,0,0,4.01,8,Standard_D4s_v3
0,4.861005,29931,18,0,4,3,0,1,1,1,0,0,2,3,1,1,0,4.02,8,Standard_D4s_v3
1,74.403926,722047,18,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,74.403926,722047,18,1,0,0,0,0,0,0,0,0,1,3,0,1,0,4.06,8,Standard_D4s_v3
0,74.403926,722047,18,1,8,0,1,0,0,0,0,0,2,3,1,2,0,4.1,8,Standard_D4s_v3
1,4.081975,27457,7,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,4.081975,27457,7,0,5,0,0,0,0,0,0,0,1,4,0,0,0,4.0,8,Standard_D4s_v3
0,4.081975,27457,7,0,2,0,0,0,0,0,0,0,2,4,0,0,0,4.01,8,Standard_D4s_v3
0,4.081975,27457,7,0,3,0,0,0,0,0,0,1,3,4,1,0,0,4.01,8,Standard_D4s_v3
1,440.305238,4173771,23,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,440.305238,4173771,23,2,6,1,0,0,1,1,0,0,1,2,1,4,0,5.54,16,Standard_D4s_v3
1,4.805088,37912,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,4.805088,37912,5,0,2,0,1,1,0,0,0,0,1,3,0,1,0,4.01,8,Standard_D4s_v3
0,4.805088,37912,5,0,6,0,0,0,0,0,0,1,2,3,1,1,0,4.01,8,Standard_D4s_v3
1,10639.290715,63634719,11,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,10639.290715,63634719,11,2,1,0,1,0,0,0,0,0,1,2,1,4,0,15.81,64,Standard_D4s_v3
1,121.487795,651898,17,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,121.487795,651898,17,1,4,0,0,0,0,0,0,0,1,3,0,2,0,4.15,8,Standard_D4s_v3
0,121.487795,651898,17,1,5,0,0,0,0,0,0,0,2,3,1,2,0,4.14,8,Standard_D4s_v3
1,482.180975,4304029,18,2,0,0,0,0,0,0,0,0,0,6,0,0,2,3.0,8,Standard_D4s_v3
0,482.180975,4304029,18,2,7,0,0,0,0,0,0,0,1,6,0,4,0,4.74,8,Standard_D4s_v3
0,482.180975,4304029,18,2,0,0,0,0,0,0,0,0,2,6,0,4,0,4.4,8,Standard_D4s_v3
0,482.180975,4304029,18,2,1,0,1,0,0,0,0,0,3,6,0,4,0,4.64,8,Standard_D4s_v3
0,482.180975,4304029,18,2,2,0,0,0,0,0,0,0,4,6,0,4,0,4.49,8,Standard_D4s_v3
0,482.180975,4304029,18,2,2,3,1,0,1,1,0,1,5,6,1,4,0,5.12,16,Standard_D4s_v3
1,1116.604964,6648391,23,2,0,0,0,0,0,0,0,0,0,4,0,0,5,7.5,8,Standard_D4s_v3
0,1116.604964,6648391,23,2,2,0,0,0,0,0,0,1,1,4,0,4,0,5.01,8,Standard_D4s_v3
0,1116.604964,6648391,23,2,8,0,0,0,0,0,0,0,2,4,0,4,0,6.27,16,Standard_D4s_v3
0,1116.604964,6648391,23,2,3,0,1,0,0,0,0,0,3,4,1,4,0,5.0,8,Standard_D4s_v3
1,726.247594,5377256,7,2,0,0,0,0,0,0,0,0,0,3,0,0,4,6.0,8,Standard_D4s_v3
0,726.247594,5377256,7,2,2,0,0,0,0,0,0,1,1,3,0,4,0,5.21,8,Standard_D4s_v3
0,726.247594,5377256,7,2,0,0,0,0,0,0,0,0,2,3,1,4,0,5.14,8,Standard_D4s_v3
1,73.870859,465889,17,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3.0,8,Standard_D4s_v3
0,73.870859,465889,17,1,2,0,0,0,0,0,0,0,1,4,0,1,0,4.07,8,Standard_D4s_v3
0,73.870859,465889,17,1,5,0,1,0,0,0,0,0,2,4,0,1,0,4.09,8,Standard_D4s_v3
0,73.870859,465889,17,1,0,0,0,0,0,0,0,0,3,4,1,1,0,4.06,8,Standard_D4s_v3
1,2489.753372,16972631,9,2,0,0,0,0,0,0,0,0,0,2,0,0,8,12.0,8,Standard_D4s_v3
0,2489.753372,16972631,9,2,2,0,0,0,0,0,0,0,1,2,1,4,0,6.87,32,Standard_D4s_v3
1,5.169872,28587,15,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,5.169872,28587,15,0,2,0,0,0,0,0,0,0,1,3,0,0,0,4.01,8,Standard_D4s_v3
0,5.169872,28587,15,0,2,0,0,0,0,0,0,0,2,3,1,0,0,4.01,8,Standard_D4s_v3
1,5.694034,40357,9,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.0,8,Standard_D4s_v3
0,5.694034,40357,9,0,6,0,1,0,0,0,0,0,1,3,0,1,0,4.02,8,Standard_D4s_v3
0,5.694034,40357,9,0,2,0,0,1,0,0,0,0,2,3,1,1,0,4.02,8,Standard_D4s_v3
1,202.230455,1347787,9,2,0,0,0,0,0,0,0,0,0,5,0,0,2,3.0,8,Standard_D4s_v3
0,202.230455,1347787,9,2,3,0,0,0,0,0,1,0,1,5,0,4,0,4.27,8,Standard_D4s_v3
0,202.230455,1347787,9,2,3,0,0,0,0,0,0,1,2,5,0,4,0,4.19,8,Standard_D4s_v3
0,202.230455,1347787,9,2,3,0,0,0,0,0,0,0,3,5,0,3,0,4.25,8,Standard_D4s_v3
0,202.230455,1347787,9,2,2,3,1,0,1,1,0,0,4,5,1,4,0,4.49,8,Standard_D4s_v3
1,101.89707,939197,27,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3.0,8,Standard_D4s_v3
0,101.89707,939197,27,1,1,0,1,0,0,0,0,0,1,2,1,2,0,4.1,8,Standard_D4s_v3
1,1287.999743,6087736,15,2,0,0,0,0,0,0,0,0,0,2,0,0,6,9.0,8,Standard_D4s_v3
0,1287.999743,6087736,15,2,0,3,1,0,1,1,0,0,1,2,1,4,0,6.7,32,Standard_D4s_v3
1,2466.360435,64654159,24,2,0,0,0,0,0,0,0,0,0,3,0,0,8,12.0,8,Standard_D4s_v3
